brand_id,brand_name,avg_rating
1,513,4.573529412
1,513,4.486486486
2,109f,0
2,109f,0
2,109f,0
3,20dresses,4.611111111
3,20dresses,0
3,20dresses,4.8
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,4.333333333
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,4.387755102
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,5
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,4.714285714
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,3.8
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,4.443113772
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,0
3,20dresses,0
4,250 designs,0
4,250 designs,0
5,3pin,0
5,3pin,0
6,6y collective,0
6,6y collective,0
6,6y collective,0
7,98 degree north,4.405844156
7,98 degree north,4.457831325
7,98 degree north,4.424242424
7,98 degree north,0
7,98 degree north,0
7,98 degree north,0
7,98 degree north,0
7,98 degree north,0
7,98 degree north,4.333333333
7,98 degree north,0
7,98 degree north,3.571428571
8,9teenagain,3.375
9,a little fable,0
10,a.t.u.n.,4.144444444
10,a.t.u.n.,3.883333333
10,a.t.u.n.,0
10,a.t.u.n.,0
10,a.t.u.n.,0
10,a.t.u.n.,0
10,a.t.u.n.,0
10,a.t.u.n.,4.214285714
10,a.t.u.n.,2.833333333
10,a.t.u.n.,0
10,a.t.u.n.,4.181818182
10,a.t.u.n.,3.964285714
10,a.t.u.n.,0
11,aadvika,0
12,aadya fashion,0
12,aadya fashion,0
13,aahwan,4.473684211
13,aahwan,4.5
13,aahwan,0
14,aaliya,0
14,aaliya,0
15,aarbee,0
15,aarbee,0
16,aarika,0
16,aarika,0
16,aarika,0
16,aarika,4.140151515
16,aarika,4
16,aarika,0
16,aarika,0
16,aarika,4.606557377
16,aarika,4.52173913
16,aarika,0
16,aarika,0
16,aarika,4.523809524
16,aarika,4.048780488
16,aarika,0
16,aarika,0
16,aarika,0
16,aarika,0
16,aarika,0
16,aarika,4
16,aarika,0
16,aarika,0
16,aarika,0
16,aarika,0
16,aarika,0
16,aarika,0
17,aarke ritu kumar,0
17,aarke ritu kumar,0
17,aarke ritu kumar,0
17,aarke ritu kumar,4
17,aarke ritu kumar,4.8
17,aarke ritu kumar,0
18,aasi,3.571428571
18,aasi,3.615384615
19,aasi - house of nayo,4.109164897
19,aasi - house of nayo,3.95
19,aasi - house of nayo,3.384615385
19,aasi - house of nayo,4.071428571
19,aasi - house of nayo,3.411764706
20,aasiya,4.020356234
21,aawari,0
21,aawari,0
21,aawari,0
21,aawari,0
21,aawari,0
21,aawari,4.5
21,aawari,0
21,aawari,0
21,aawari,3.866666667
21,aawari,0
21,aawari,4.5
22,aayna,3.421052632
22,aayna,0
22,aayna,4.084070796
22,aayna,4.375
22,aayna,4.658536585
23,abhilasha,0
23,abhilasha,0
23,abhilasha,0
23,abhilasha,0
24,abof,0
24,abof,3.928571429
24,abof,4.578947368
24,abof,4.6
24,abof,0
24,abof,0
25,ada,0
25,ada,0
25,ada,0
25,ada,0
25,ada,0
25,ada,0
25,ada,0
25,ada,4.170542636
25,ada,0
25,ada,4.7
25,ada,3.6
25,ada,4
25,ada,4.555555556
25,ada,0
25,ada,0
25,ada,4.363636364
25,ada,0
25,ada,0
25,ada,0
25,ada,4.666666667
25,ada,0
25,ada,4.452054795
25,ada,4.333333333
25,ada,3.125
25,ada,0
25,ada,0
25,ada,4.157894737
25,ada,4.769230769
25,ada,3.4
25,ada,4.198380567
25,ada,4.6
25,ada,0
25,ada,0
25,ada,0
25,ada,0
26,adbucks,0
27,addyvero,4.239583333
27,addyvero,4.833333333
27,addyvero,4.461538462
28,adeesha,0
29,adidas,0
29,adidas,0
29,adidas,4.384615385
30,adidas originals,0
31,aditi wasan,0
32,adiva,3.75
32,adiva,3.85
32,adiva,0
33,adobe,0
33,adobe,0
34,aeropostale,0
34,aeropostale,0
34,aeropostale,4
34,aeropostale,0
34,aeropostale,0
35,aesthetic bodies,0
35,aesthetic bodies,0
35,aesthetic bodies,0
35,aesthetic bodies,0
36,agil athletica,4.6
36,agil athletica,0
36,agil athletica,0
36,agil athletica,0
36,agil athletica,0
36,agil athletica,0
36,agil athletica,4.8
36,agil athletica,0
36,agil athletica,0
36,agil athletica,5
36,agil athletica,0
36,agil athletica,0
36,agil athletica,0
36,agil athletica,0
36,agil athletica,0
36,agil athletica,0
37,ahalyaa,3.545089029
37,ahalyaa,4.215628357
37,ahalyaa,3.181818182
37,ahalyaa,4.028985507
37,ahalyaa,0
37,ahalyaa,0
37,ahalyaa,0
37,ahalyaa,0
37,ahalyaa,3.846153846
37,ahalyaa,0
37,ahalyaa,3.5
37,ahalyaa,2
37,ahalyaa,0
37,ahalyaa,4.642857143
37,ahalyaa,3.6
37,ahalyaa,0
37,ahalyaa,0
37,ahalyaa,0
37,ahalyaa,3.78125
37,ahalyaa,0
37,ahalyaa,0
37,ahalyaa,0
37,ahalyaa,4.057692308
37,ahalyaa,4.75
37,ahalyaa,3.967741935
37,ahalyaa,0
37,ahalyaa,4.191489362
37,ahalyaa,3.652173913
37,ahalyaa,3.619469027
37,ahalyaa,3.423076923
37,ahalyaa,4.315789474
37,ahalyaa,3.5
38,ahika,3.978377362
38,ahika,4.095425868
38,ahika,4.093285653
38,ahika,3.85701107
38,ahika,3.851247601
38,ahika,4.532467532
38,ahika,0
38,ahika,4.368181818
38,ahika,4.264810849
38,ahika,3.716898428
38,ahika,4.25
38,ahika,4.133802817
38,ahika,4
38,ahika,0
38,ahika,0
38,ahika,4.444444444
38,ahika,3.806060606
38,ahika,0
38,ahika,0
38,ahika,3.613268608
38,ahika,3.842105263
38,ahika,4.102564103
38,ahika,4.074074074
38,ahika,4.328358209
38,ahika,3.857142857
38,ahika,3.7234375
38,ahika,3.860869565
38,ahika,3.721830986
38,ahika,4.833333333
38,ahika,0
38,ahika,4
39,ajile by pantaloons,4.304347826
39,ajile by pantaloons,4.2
39,ajile by pantaloons,0
39,ajile by pantaloons,0
39,ajile by pantaloons,0
39,ajile by pantaloons,0
39,ajile by pantaloons,0
39,ajile by pantaloons,3.25
39,ajile by pantaloons,4.714285714
39,ajile by pantaloons,0
39,ajile by pantaloons,0
39,ajile by pantaloons,4
39,ajile by pantaloons,0
39,ajile by pantaloons,0
39,ajile by pantaloons,0
39,ajile by pantaloons,5
40,akheri,0
40,akheri,0
40,akheri,0
41,akimia,0
41,akimia,3.070921986
41,akimia,3.413793103
41,akimia,4.092105263
41,akimia,4.092105263
41,akimia,0
42,akiso,0
43,akkriti by pantaloons,0
43,akkriti by pantaloons,0
43,akkriti by pantaloons,0
43,akkriti by pantaloons,0
43,akkriti by pantaloons,0
43,akkriti by pantaloons,0
43,akkriti by pantaloons,4.208333333
43,akkriti by pantaloons,0
43,akkriti by pantaloons,4.375
43,akkriti by pantaloons,0
43,akkriti by pantaloons,4.428571429
43,akkriti by pantaloons,0
43,akkriti by pantaloons,0
43,akkriti by pantaloons,4.4
43,akkriti by pantaloons,3.954545455
43,akkriti by pantaloons,3.5
43,akkriti by pantaloons,4.454545455
43,akkriti by pantaloons,0
43,akkriti by pantaloons,3.6
43,akkriti by pantaloons,4.255319149
43,akkriti by pantaloons,0
43,akkriti by pantaloons,4.384615385
43,akkriti by pantaloons,0
43,akkriti by pantaloons,4.195121951
43,akkriti by pantaloons,4.146341463
43,akkriti by pantaloons,4.129032258
43,akkriti by pantaloons,0
43,akkriti by pantaloons,3.8
43,akkriti by pantaloons,3.5
43,akkriti by pantaloons,0
43,akkriti by pantaloons,4.333333333
43,akkriti by pantaloons,5
43,akkriti by pantaloons,0
43,akkriti by pantaloons,0
43,akkriti by pantaloons,0
43,akkriti by pantaloons,0
43,akkriti by pantaloons,0
43,akkriti by pantaloons,3.5
43,akkriti by pantaloons,0
43,akkriti by pantaloons,4.416666667
43,akkriti by pantaloons,0
43,akkriti by pantaloons,0
43,akkriti by pantaloons,0
43,akkriti by pantaloons,0
44,aks,4.1875
44,aks,4.3
44,aks,3.1875
45,akshatani,0
46,alaya by stage3,4.2
46,alaya by stage3,0
46,alaya by stage3,0
46,alaya by stage3,0
46,alaya by stage3,0
46,alaya by stage3,0
46,alaya by stage3,0
46,alaya by stage3,0
46,alaya by stage3,0
46,alaya by stage3,0
46,alaya by stage3,0
46,alaya by stage3,0
46,alaya by stage3,0
46,alaya by stage3,0
46,alaya by stage3,0
46,alaya by stage3,0
47,albion,0
47,albion,0
47,albion,0
47,albion,0
47,albion,0
47,albion,0
47,albion,0
47,albion,0
47,albion,0
47,albion,0
47,albion,0
47,albion,0
47,albion,0
48,alcis,4
48,alcis,4.25
48,alcis,0
48,alcis,3.666666667
48,alcis,4.727272727
48,alcis,0
48,alcis,0
48,alcis,0
48,alcis,4
48,alcis,0
48,alcis,0
48,alcis,3.642857143
